terme_fr;langue;terme_traduit;fournisseur;type;date
totaux;en;totals;deepl;adjectif;2025-12-12 20:56:57
totales;en;total;deepl;adjectif;2025-12-12 20:56:57
complet;en;complete;deepl;adjectif;2025-12-12 20:56:57
complète;en;complete;deepl;adjectif;2025-12-12 20:56:57
complets;en;complete;deepl;adjectif;2025-12-12 20:56:57
complètes;en;complete;deepl;adjectif;2025-12-12 20:56:57
infraclusion;en;undercover;deepl;tag;2025-12-12 20:56:57
underbite;en;underbite;deepl;tag;2025-12-12 20:56:57
sous-occlusion antérieure;en;anterior underbite;deepl;tag;2025-12-12 20:56:57
sous-occlusions antérieures;en;anterior sub-occlusions;deepl;tag;2025-12-12 20:56:57
version;en;version;deepl;tag;2025-12-12 20:56:57
inclinaison;en;tilt;deepl;tag;2025-12-12 20:56:57
inclinaisonne;en;inclined;deepl;tag;2025-12-12 20:56:57
inclinaisons;en;inclinations;deepl;tag;2025-12-12 20:56:57
inclinaisonnes;en;inclinations;deepl;tag;2025-12-12 20:56:57
tipping;en;tipping;deepl;tag;2025-12-12 20:56:57
tippingue;en;tippingue;deepl;tag;2025-12-12 20:56:57
tippings;en;tippings;deepl;tag;2025-12-12 20:56:57
tippingues;en;tipping;deepl;tag;2025-12-12 20:56:57
basculement;en;changeover;deepl;tag;2025-12-12 20:56:57
basculemente;en;basculemente;deepl;tag;2025-12-12 20:56:57
basculements;en;tilts;deepl;tag;2025-12-12 20:56:57
basculementes;en;tilting;deepl;tag;2025-12-12 20:56:57
inclinaison dentaire;en;dental inclination;deepl;tag;2025-12-12 20:56:57
inclinaisons dentaires;en;dental inclinations;deepl;tag;2025-12-12 20:56:57
bascule;en;scale;deepl;tag;2025-12-12 20:56:57
bascules;en;scales;deepl;tag;2025-12-12 20:56:57
mouvement de version;en;version movement;deepl;tag;2025-12-12 20:56:57
mouvements des versions;en;version movements;deepl;tag;2025-12-12 20:56:57
vestibulo-version;en;vestibulo-version;deepl;tag;2025-12-12 20:56:57
vestibuloversion;en;vestibuloversion;deepl;tag;2025-12-12 20:56:57
versé en vestibulaire;en;vestibular poured;deepl;tag;2025-12-12 20:56:57
versés ens vestibulaires;en;vestibular ens;deepl;tag;2025-12-12 20:56:57
incliné vers la joue;en;inclined towards the cheek;deepl;tag;2025-12-12 20:56:57
inclinés vers las joues;en;inclined towards the cheeks;deepl;tag;2025-12-12 20:56:57
incliné vers l'extérieur;en;inclined outwards;deepl;tag;2025-12-12 20:56:57
inclinés vers l'extérieurs;en;inclined outwards;deepl;tag;2025-12-12 20:56:57
vestibulo-position;en;vestibulo-position;deepl;tag;2025-12-12 20:56:57
vestibulo-positionne;en;vestibulo-positionne;deepl;tag;2025-12-12 20:56:57
vestibulo-positions;en;vestibulo-positions;deepl;tag;2025-12-12 20:56:57
vestibulo-positionnes;en;vestibulo-positioning;deepl;tag;2025-12-12 20:56:57
linguo-version;en;linguo-version;deepl;tag;2025-12-12 20:56:57
linguoversion;en;linguoversion;deepl;tag;2025-12-12 20:56:57
versé en lingual;en;poured in lingually;deepl;tag;2025-12-12 20:56:57
versés ens linguaux;en;poured into language sets;deepl;tag;2025-12-12 20:56:57
incliné vers la langue;en;inclined towards the tongue;deepl;tag;2025-12-12 20:56:57
inclinés vers las langues;en;inclined towards languages;deepl;tag;2025-12-12 20:56:57
inclinaison linguale;en;lingual tilt;deepl;tag;2025-12-12 20:56:57
inclinaisons linguales;en;lingual inclinations;deepl;tag;2025-12-12 20:56:57
égression;en;egression;deepl;tag;2025-12-12 20:56:57
extrusion;en;extrusion;deepl;tag;2025-12-12 20:56:57
extrusionne;en;extrudes;deepl;tag;2025-12-12 20:56:57
extrusions;en;extrusions;deepl;tag;2025-12-12 20:56:57
extrusionnes;en;extruded;deepl;tag;2025-12-12 20:56:57
éruption;en;rash;deepl;tag;2025-12-12 20:56:57
éruptionne;en;rash;deepl;tag;2025-12-12 20:56:57
éruptions;en;rashes;deepl;tag;2025-12-12 20:56:57
éruptionnes;en;rash;deepl;tag;2025-12-12 20:56:57
sortie dentaire;en;dental outing;deepl;tag;2025-12-12 20:56:57
sorties dentaires;en;dental outings;deepl;tag;2025-12-12 20:56:57
égression dentaire;en;dental erosion;deepl;tag;2025-12-12 20:56:57
égressions dentaires;en;Dental erosion;deepl;tag;2025-12-12 20:56:57
ingression;en;ingression;deepl;tag;2025-12-12 20:56:57
intrusion;en;intrusion;deepl;tag;2025-12-12 20:56:57
intrusionne;en;visit;deepl;tag;2025-12-12 20:56:57
intrusions;en;intrusions;deepl;tag;2025-12-12 20:56:57
intrusionnes;en;intrusion;deepl;tag;2025-12-12 20:56:57
enfoncement;en;sinking;deepl;tag;2025-12-12 20:56:57
enfoncemente;en;embedding;deepl;tag;2025-12-12 20:56:57
enfoncements;en;dents;deepl;tag;2025-12-12 20:56:57
enfoncementes;en;recesses;deepl;tag;2025-12-12 20:56:57
intrusion dentaire;en;dental intrusion;deepl;tag;2025-12-12 20:56:57
intrusions dentaires;en;dental intrusions;deepl;tag;2025-12-12 20:56:57
mouvement d'intrusion;en;intrusion movement;deepl;tag;2025-12-12 20:56:57
mouvements d'intrusions;en;intrusion movements;deepl;tag;2025-12-12 20:56:57
supraposition;en;supraposition;deepl;tag;2025-12-12 20:56:57
supra-position;en;supra-position;deepl;tag;2025-12-12 20:56:57
supra-positionne;en;supra-positionne;deepl;tag;2025-12-12 20:56:57
supra-positions;en;supra-positions;deepl;tag;2025-12-12 20:56:57
supra-positionnes;en;over-positioned;deepl;tag;2025-12-12 20:56:57
dent en supraposition;en;tooth in supraposition;deepl;tag;2025-12-12 20:56:57
dents ens suprapositions;en;teeth and suprapositions;deepl;tag;2025-12-12 20:56:57
dent trop haute;en;tooth too high;deepl;tag;2025-12-12 20:56:57
dents trops hautes;en;teeth too high;deepl;tag;2025-12-12 20:56:57
supra-éruption;en;supra-eruption;deepl;tag;2025-12-12 20:56:57
supra-éruptionne;en;supra-eruption;deepl;tag;2025-12-12 20:56:57
supra-éruptions;en;supra-eruptions;deepl;tag;2025-12-12 20:56:57
supra-éruptionnes;en;supra-eruptions;deepl;tag;2025-12-12 20:56:57
éruption excessive;en;excessive rash;deepl;tag;2025-12-12 20:56:57
éruptions excessives;en;excessive rashes;deepl;tag;2025-12-12 20:56:57
infraposition;en;infraposition;deepl;tag;2025-12-12 20:56:57
infra-position;en;infra-position;deepl;tag;2025-12-12 20:56:57
infra-positionne;en;infra-positionne;deepl;tag;2025-12-12 20:56:57
infra-positions;en;infra-positions;deepl;tag;2025-12-12 20:56:57
infra-positionnes;en;sub-positional;deepl;tag;2025-12-12 20:56:57
dent en infraposition;en;tooth in infraposition;deepl;tag;2025-12-12 20:56:57
dents ens infrapositions;en;teeth and infrapositions;deepl;tag;2025-12-12 20:56:57
dent trop basse;en;tooth too low;deepl;tag;2025-12-12 20:56:57
dents trops basses;en;teeth too low;deepl;tag;2025-12-12 20:56:57
sous-éruption;en;sub-eruption;deepl;tag;2025-12-12 20:56:57
sous-éruptionne;en;sub-eruption;deepl;tag;2025-12-12 20:56:57
sous-éruptions;en;sub-eruptions;deepl;tag;2025-12-12 20:56:57
sous-éruptionnes;en;sub-eruptions;deepl;tag;2025-12-12 20:56:57
distalisation;en;distalization;deepl;tag;2025-12-12 20:56:57
recul;en;back;deepl;tag;2025-12-12 20:56:57
reculle;en;back off;deepl;tag;2025-12-12 20:56:57
reculs;en;setbacks;deepl;tag;2025-12-12 20:56:57
reculles;en;back off;deepl;tag;2025-12-12 20:56:57
déplacement distal;en;distal displacement;deepl;tag;2025-12-12 20:56:57
déplacements distaux;en;distal movements;deepl;tag;2025-12-12 20:56:57
mouvement de distalisation;en;distancing movement;deepl;tag;2025-12-12 20:56:57
mouvements des distalisations;en;distal movements;deepl;tag;2025-12-12 20:56:57
mésialisation;en;mesialization;deepl;tag;2025-12-12 20:56:57
avancement;en;advancement;deepl;tag;2025-12-12 20:56:57
avancemente;en;progress;deepl;tag;2025-12-12 20:56:57
avancements;en;advances;deepl;tag;2025-12-12 20:56:57
avancementes;en;advances;deepl;tag;2025-12-12 20:56:57
déplacement mésial;en;mesial displacement;deepl;tag;2025-12-12 20:56:57
déplacements mésiaux;en;mesial displacements;deepl;tag;2025-12-12 20:56:57
mouvement de mésialisation;en;mesialization movement;deepl;tag;2025-12-12 20:56:57
mouvements des mésialisations;en;mesialization movements;deepl;tag;2025-12-12 20:56:57
translation;en;translation;deepl;tag;2025-12-12 20:56:57
mouvement;en;movement;deepl;tag;2025-12-12 20:56:57
mouvemente;en;movement;deepl;tag;2025-12-12 20:56:57
mouvements;en;movements;deepl;tag;2025-12-12 20:56:57
mouvementes;en;movements;deepl;tag;2025-12-12 20:56:57
déplacement corporel;en;bodily displacement;deepl;tag;2025-12-12 20:56:57
déplacements corporels;en;bodily movements;deepl;tag;2025-12-12 20:56:57
mouvement corporel;en;body movement;deepl;tag;2025-12-12 20:56:57
mouvements corporels;en;body movements;deepl;tag;2025-12-12 20:56:57
déplacement en bloc;en;block travel;deepl;tag;2025-12-12 20:56:57
déplacements ens blocs;en;moves in blocks;deepl;tag;2025-12-12 20:56:57
bodily movement;en;bodily movement;deepl;tag;2025-12-12 20:56:57
bodilys movements;en;bodily movements;deepl;tag;2025-12-12 20:56:57
translation dentaire;en;dental translation;deepl;tag;2025-12-12 20:56:57
translations dentaires;en;dental translations;deepl;tag;2025-12-12 20:56:57
torque;en;torque;deepl;tag;2025-12-12 20:56:57
torsion radiculaire;en;root torsion;deepl;tag;2025-12-12 20:56:57
torsions radiculaires;en;root torsion;deepl;tag;2025-12-12 20:56:57
rotation radiculaire;en;root rotation;deepl;tag;2025-12-12 20:56:57
rotations radiculaires;en;root rotations;deepl;tag;2025-12-12 20:56:57
inclinaison radiculaire;en;root inclination;deepl;tag;2025-12-12 20:56:57
inclinaisons radiculaires;en;root inclinations;deepl;tag;2025-12-12 20:56:57
angulation radiculaire;en;root angulation;deepl;tag;2025-12-12 20:56:57
angulations radiculaires;en;root angulations;deepl;tag;2025-12-12 20:56:57
couple;en;couple;deepl;tag;2025-12-12 20:56:57
couples;en;couples;deepl;tag;2025-12-12 20:56:57
asymétrie faciale;en;facial asymmetry;deepl;tag;2025-12-12 20:56:57
visage asymétrique;en;asymmetric face;deepl;tag;2025-12-12 20:56:57
visages asymétriques;en;asymmetrical faces;deepl;tag;2025-12-12 20:56:57
déviation faciale;en;facial deviation;deepl;tag;2025-12-12 20:56:57
déviations faciales;en;facial deviations;deepl;tag;2025-12-12 20:56:57
déviation mandibulaire;en;mandibular deviation;deepl;tag;2025-12-12 20:56:57
décalage mandibulaire;en;mandibular shift;deepl;tag;2025-12-12 20:56:57
décalages mandibulaires;en;mandibular shifts;deepl;tag;2025-12-12 20:56:57
déviation de la mandibule;en;deviation of the mandible;deepl;tag;2025-12-12 20:56:57
déviations des las mandibules;en;deviations of the mandibles;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
déviation maxillaire;en;maxillary deviation;deepl;tag;2025-12-12 20:56:57
décalage dentaire;en;tooth shift;deepl;tag;2025-12-12 20:56:57
décalages dentaires;en;tooth shifts;deepl;tag;2025-12-12 20:56:57
déviation de la ligne médiane;en;deviation of the median line;deepl;tag;2025-12-12 20:56:57
déviations des las lignes médianes;en;deviations from the centre lines;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
latérodéviation mandibulaire;en;mandibular lateroeviation;deepl;tag;2025-12-12 20:56:57
déviation mandibulaire latérale;en;lateral mandibular deviation;deepl;tag;2025-12-12 20:56:57
déviations mandibulaires latérales;en;lateral mandibular deviations;deepl;tag;2025-12-12 20:56:57
asymétrie mandibulaire;en;mandibular asymmetry;deepl;tag;2025-12-12 20:56:57
asymétries mandibulaires;en;mandibular asymmetries;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
latérodéviation maxillaire;en;maxillary laterodeviation;deepl;tag;2025-12-12 20:56:57
déviation maxillaire latérale;en;lateral maxillary deviation;deepl;tag;2025-12-12 20:56:57
déviations maxillaires latérales;en;lateral maxillary deviations;deepl;tag;2025-12-12 20:56:57
asymétrie maxillaire;en;maxillary asymmetry;deepl;tag;2025-12-12 20:56:57
asymétries maxillaires;en;jaw asymmetries;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
ATM;en;ATM;deepl;tag;2025-12-12 20:56:57
articulation temporo-mandibulaire;en;temporomandibular joint;deepl;tag;2025-12-12 20:56:57
articulations temporo-mandibulaires;en;temporomandibular joints;deepl;tag;2025-12-12 20:56:57
troubles ATM;en;TMJ disorders;deepl;tag;2025-12-12 20:56:57
troubles ATMs;en;TMJ disorders;deepl;tag;2025-12-12 20:56:57
dysfonction temporo-mandibulaire;en;temporomandibular dysfunction;deepl;tag;2025-12-12 20:56:57
dysfonctions temporo-mandibulaires;en;temporomandibular dysfunctions;deepl;tag;2025-12-12 20:56:57
TMJ;en;TMJ;deepl;tag;2025-12-12 20:56:57
TMJe;en;TMJe;deepl;tag;2025-12-12 20:56:57
TMJs;en;TMJs;deepl;tag;2025-12-12 20:56:57
TMJes;en;TMJes;deepl;tag;2025-12-12 20:56:57
TMD;en;TDG;deepl;tag;2025-12-12 20:56:57
TMDe;en;TMDe;deepl;tag;2025-12-12 20:56:57
TMDs;en;TMDs;deepl;tag;2025-12-12 20:56:57
TMDes;en;TMDes;deepl;tag;2025-12-12 20:56:57
arthrite;en;arthritis;deepl;tag;2025-12-12 20:56:57
inflammation articulaire;en;joint inflammation;deepl;tag;2025-12-12 20:56:57
inflammations articulaires;en;joint inflammations;deepl;tag;2025-12-12 20:56:57
arthropathie inflammatoire;en;inflammatory arthropathy;deepl;tag;2025-12-12 20:56:57
arthropathies inflammatoires;en;inflammatory arthropathies;deepl;tag;2025-12-12 20:56:57
infectieux;en;infectious;deepl;adjectif;2025-12-12 20:56:57
infectieuse;en;infectious;deepl;adjectif;2025-12-12 20:56:57
infectieuses;en;infectious;deepl;adjectif;2025-12-12 20:56:57
septique;en;septic;deepl;adjectif;2025-12-12 20:56:57
septiques;en;septic;deepl;adjectif;2025-12-12 20:56:57
bactérien;en;bacterial;deepl;adjectif;2025-12-12 20:56:57
bactérienne;en;bacterial;deepl;adjectif;2025-12-12 20:56:57
bactériens;en;bacterial;deepl;adjectif;2025-12-12 20:56:57
bactériennes;en;bacterial;deepl;adjectif;2025-12-12 20:56:57
traumatique;en;traumatic;deepl;adjectif;2025-12-12 20:56:57
traumatiques;en;traumatic;deepl;adjectif;2025-12-12 20:56:57
post-traumatique;en;post-traumatic;deepl;adjectif;2025-12-12 20:56:57
post-traumatiques;en;post-traumatic;deepl;adjectif;2025-12-12 20:56:57
arthrose;en;osteoarthritis;deepl;tag;2025-12-12 20:56:57
ostéoarthrite;en;osteoarthritis;deepl;tag;2025-12-12 20:56:57
ostéoarthrites;en;osteoarthritis;deepl;tag;2025-12-12 20:56:57
arthropathie dégénérative;en;degenerative arthropathy;deepl;tag;2025-12-12 20:56:57
arthropathies dégénératives;en;degenerative arthropathies;deepl;tag;2025-12-12 20:56:57
maladie articulaire dégénérative;en;degenerative joint disease;deepl;tag;2025-12-12 20:56:57
maladies articulaires dégénératives;en;degenerative joint diseases;deepl;tag;2025-12-12 20:56:57
claquement articulaire;en;joint snap;deepl;tag;2025-12-12 20:56:57
claquement ATM;en;ATM slam;deepl;tag;2025-12-12 20:56:57
claquements ATMs;en;ATM clicks;deepl;tag;2025-12-12 20:56:57
clicking;en;clicking;deepl;tag;2025-12-12 20:56:57
clickingue;en;click here;deepl;tag;2025-12-12 20:56:57
clickings;en;clickings;deepl;tag;2025-12-12 20:56:57
clickingues;en;click here;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
léger;en;light;glossaire;adjectif;2025-12-12 20:56:57
légère;en;slight;glossaire;adjectif;2025-12-12 20:56:57
légers;en;light;glossaire;adjectif;2025-12-12 20:56:57
légères;en;slight;glossaire;adjectif;2025-12-12 20:56:57
ressaut articulaire;en;joint protrusion;deepl;tag;2025-12-12 20:56:57
ressaut ATM;en;ATM projection;deepl;tag;2025-12-12 20:56:57
ressauts ATMs;en;ATM jumps;deepl;tag;2025-12-12 20:56:57
popping;en;popping;deepl;tag;2025-12-12 20:56:57
poppingue;en;poppingue;deepl;tag;2025-12-12 20:56:57
poppings;en;poppings;deepl;tag;2025-12-12 20:56:57
poppingues;en;poppingues;deepl;tag;2025-12-12 20:56:57
droit;en;right;glossaire;adjectif;2025-12-12 20:56:57
droite;en;right;glossaire;adjectif;2025-12-12 20:56:57
droits;en;rights;glossaire;adjectif;2025-12-12 20:56:57
droites;en;straight;glossaire;adjectif;2025-12-12 20:56:57
gauche;en;left;glossaire;adjectif;2025-12-12 20:56:57
gauches;en;left;glossaire;adjectif;2025-12-12 20:56:57
luxation;en;dislocation;deepl;tag;2025-12-12 20:56:57
luxation ATM;en;TMJ dislocation;deepl;tag;2025-12-12 20:56:57
luxations ATMs;en;TMJ dislocations;deepl;tag;2025-12-12 20:56:57
déplacement articulaire;en;joint displacement;deepl;tag;2025-12-12 20:56:57
déplacements articulaires;en;joint movements;deepl;tag;2025-12-12 20:56:57
dislocation;en;dislocation;deepl;tag;2025-12-12 20:56:57
dislocationne;en;dislocationne;deepl;tag;2025-12-12 20:56:57
dislocations;en;dislocations;deepl;tag;2025-12-12 20:56:57
dislocationnes;en;dislocationnes;deepl;tag;2025-12-12 20:56:57
luxation méniscale;en;meniscal dislocation;deepl;tag;2025-12-12 20:56:57
déplacement du ménisque;en;meniscus displacement;deepl;tag;2025-12-12 20:56:57
déplacements dus ménisques;en;meniscus displacements;deepl;tag;2025-12-12 20:56:57
luxation discale;en;disc dislocation;deepl;tag;2025-12-12 20:56:57
luxations discales;en;dislocated discs;deepl;tag;2025-12-12 20:56:57
trouble de l'atm;en;atm disorder;deepl;tag;2025-12-12 20:56:57
troubles des l'atms;en;atms disorders;deepl;tag;2025-12-12 20:56:57
réductible;en;reducible;deepl;adjectif;2025-12-12 20:56:57
réductibles;en;reducible;deepl;adjectif;2025-12-12 20:56:57
apnée du sommeil;en;sleep apnea;deepl;tag;2025-12-12 20:56:57
sleep apnea;en;sleep apnea;deepl;tag;2025-12-12 20:56:57
sleeps apneas;en;sleeps apneas;deepl;tag;2025-12-12 20:56:57
OSA;en;OSA;deepl;tag;2025-12-12 20:56:57
OSAs;en;OSAs;deepl;tag;2025-12-12 20:56:57
obstructive sleep apnea;en;obstructive sleep apnea;deepl;tag;2025-12-12 20:56:57
obstructives sleeps apneas;en;obstructive sleep apneas;deepl;tag;2025-12-12 20:56:57
syndrome d'apnées obstructives du sommeil;en;obstructive sleep apnoea syndrome;deepl;tag;2025-12-12 20:56:57
syndromes d'apnées obstructives dus sommeils;en;obstructive sleep apnoea syndromes;deepl;tag;2025-12-12 20:56:57
SAOS;en;OSA;deepl;tag;2025-12-12 20:56:57
SAOSse;en;SAOSse;deepl;tag;2025-12-12 20:56:57
SAOSses;en;SAOSses;deepl;tag;2025-12-12 20:56:57
ronflement;en;snoring;deepl;tag;2025-12-12 20:56:57
ronflemente;en;snore;deepl;tag;2025-12-12 20:56:57
ronflements;en;snoring;deepl;tag;2025-12-12 20:56:57
ronflementes;en;snoring;deepl;tag;2025-12-12 20:56:57
déglutition;en;swallowing;deepl;tag;2025-12-12 20:56:57
avaler;en;swallow;deepl;tag;2025-12-12 20:56:57
avalère;en;downstream;deepl;tag;2025-12-12 20:56:57
avalers;en;avalers;deepl;tag;2025-12-12 20:56:57
avalères;en;downstream;deepl;tag;2025-12-12 20:56:57
swallowing;en;swallowing;deepl;tag;2025-12-12 20:56:57
fonction de déglutition;en;swallowing function;deepl;tag;2025-12-12 20:56:57
fonctions des déglutitions;en;swallowing functions;deepl;tag;2025-12-12 20:56:57
acte de déglutition;en;swallowing act;deepl;tag;2025-12-12 20:56:57
actes des déglutitions;en;swallowing acts;deepl;tag;2025-12-12 20:56:57
atypique;en;atypical;deepl;adjectif;2025-12-12 20:56:57
atypiques;en;atypical;deepl;adjectif;2025-12-12 20:56:57
primaire;en;primary;deepl;adjectif;2025-12-12 20:56:57
primaires;en;primary;deepl;adjectif;2025-12-12 20:56:57
dysfonction linguale;en;lingual dysfunction;deepl;tag;2025-12-12 20:56:57
langue basse;en;lower tongue;deepl;tag;2025-12-12 20:56:57
langues basses;en;low languages;deepl;tag;2025-12-12 20:56:57
position linguale basse;en;low lingual position;deepl;tag;2025-12-12 20:56:57
positions linguales basses;en;low lingual positions;deepl;tag;2025-12-12 20:56:57
trouble de la déglutition;en;swallowing disorder;deepl;tag;2025-12-12 20:56:57
troubles des las déglutitions;en;swallowing disorders;deepl;tag;2025-12-12 20:56:57
déglutition primaire;en;primary swallowing;deepl;tag;2025-12-12 20:56:57
déglutitions primaires;en;primary swallowing;deepl;tag;2025-12-12 20:56:57
mauvaise position linguale;en;poor lingual position;deepl;tag;2025-12-12 20:56:57
mauvaises positions linguales;en;incorrect lingual positions;deepl;tag;2025-12-12 20:56:57
interposition linguale;en;lingual interposition;deepl;tag;2025-12-12 20:56:57
langue entre les dents;en;tongue between teeth;deepl;tag;2025-12-12 20:56:57
langues entres les dents;en;tongues between teeth;deepl;tag;2025-12-12 20:56:57
tongue thrust;en;tongue thrust;deepl;tag;2025-12-12 20:56:57
tongues thrusts;en;tongues thrusts;deepl;tag;2025-12-12 20:56:57
béance par interposition;en;gap by interposition;deepl;tag;2025-12-12 20:56:57
béances pars interpositions;en;gaps through interpositions;deepl;tag;2025-12-12 20:56:57
poussée linguale;en;lingual thrust;deepl;tag;2025-12-12 20:56:57
poussées linguales;en;lingual thrusts;deepl;tag;2025-12-12 20:56:57
mastication;en;chewing;deepl;tag;2025-12-12 20:56:57
mâcher;en;chew;deepl;tag;2025-12-12 20:56:57
mâchère;en;jaw;deepl;tag;2025-12-12 20:56:57
mâchers;en;chewing;deepl;tag;2025-12-12 20:56:57
mâchères;en;jaws;deepl;tag;2025-12-12 20:56:57
mastiquer;en;chew;deepl;tag;2025-12-12 20:56:57
mastiquère;en;screen;deepl;tag;2025-12-12 20:56:57
mastiquers;en;masticators;deepl;tag;2025-12-12 20:56:57
mastiquères;en;chews;deepl;tag;2025-12-12 20:56:57
croquer;en;crunch;deepl;tag;2025-12-12 20:56:57
croquère;en;croquère;deepl;tag;2025-12-12 20:56:57
croquers;en;croquers;deepl;tag;2025-12-12 20:56:57
croquères;en;croquères;deepl;tag;2025-12-12 20:56:57
chewing;en;chewing;deepl;tag;2025-12-12 20:56:57
fonction masticatrice;en;chewing function;deepl;tag;2025-12-12 20:56:57
fonctions masticatrices;en;chewing functions;deepl;tag;2025-12-12 20:56:57
fonction masticatoire;en;chewing function;deepl;tag;2025-12-12 20:56:57
fonctions masticatoires;en;chewing functions;deepl;tag;2025-12-12 20:56:57
phonation;en;phonation;deepl;tag;2025-12-12 20:56:57
parole;en;word;deepl;tag;2025-12-12 20:56:57
paroles;en;words;deepl;tag;2025-12-12 20:56:57
élocution;en;elocution;deepl;tag;2025-12-12 20:56:57
élocutionne;en;elocutionne;deepl;tag;2025-12-12 20:56:57
élocutions;en;speech;deepl;tag;2025-12-12 20:56:57
élocutionnes;en;elocutionnes;deepl;tag;2025-12-12 20:56:57
parler;en;speak;deepl;tag;2025-12-12 20:56:57
parlère;en;parlère;deepl;tag;2025-12-12 20:56:57
parlers;en;languages;deepl;tag;2025-12-12 20:56:57
parlères;en;talk;deepl;tag;2025-12-12 20:56:57
speech;en;speech;deepl;tag;2025-12-12 20:56:57
speeche;en;speeche;deepl;tag;2025-12-12 20:56:57
speechs;en;speeches;deepl;tag;2025-12-12 20:56:57
speeches;en;speeches;deepl;tag;2025-12-12 20:56:57
fonction phonatoire;en;phonatory function;deepl;tag;2025-12-12 20:56:57
fonctions phonatoires;en;phonatory functions;deepl;tag;2025-12-12 20:56:57
articulation;en;joint;deepl;tag;2025-12-12 20:56:57
articulationne;en;joint;deepl;tag;2025-12-12 20:56:57
articulations;en;joints;deepl;tag;2025-12-12 20:56:57
articulationnes;en;articulation;deepl;tag;2025-12-12 20:56:57
respiration buccale;en;mouth breathing;deepl;tag;2025-12-12 20:56:57
ventilation orale;en;oral ventilation;deepl;tag;2025-12-12 20:56:57
ventilations orales;en;oral ventilations;deepl;tag;2025-12-12 20:56:57
bouche ouverte;en;open mouth;deepl;tag;2025-12-12 20:56:57
bouches ouvertes;en;open mouths;deepl;tag;2025-12-12 20:56:57
mouth breathing;en;mouth breathing;deepl;tag;2025-12-12 20:56:57
mouths breathings;en;mouths breathings;deepl;tag;2025-12-12 20:56:57
respirateur buccal;en;oral respirator;deepl;tag;2025-12-12 20:56:57
respirateurs buccaux;en;oral respirators;deepl;tag;2025-12-12 20:56:57
respiration orale;en;oral respiration;deepl;tag;2025-12-12 20:56:57
respirations orales;en;oral respiration;deepl;tag;2025-12-12 20:56:57
respiration par la bouche;en;mouth breathing;deepl;tag;2025-12-12 20:56:57
respirations pars las bouches;en;respirations pars las bouches;deepl;tag;2025-12-12 20:56:57
ventilation nasale;en;nasal ventilation;deepl;tag;2025-12-12 20:56:57
respiration nasale;en;nasal breathing;deepl;tag;2025-12-12 20:56:57
respirations nasales;en;nasal breathing;deepl;tag;2025-12-12 20:56:57
nasal breathing;en;nasal breathing;deepl;tag;2025-12-12 20:56:57
nasaux breathings;en;nasal breathings;deepl;tag;2025-12-12 20:56:57
respiration par le nez;en;breathing through the nose;deepl;tag;2025-12-12 20:56:57
respirations pars les nez;en;nose breathing;deepl;tag;2025-12-12 20:56:57
succion;en;suction;deepl;tag;2025-12-12 20:56:57
habitude de succion;en;sucking habit;deepl;tag;2025-12-12 20:56:57
habitudes des succions;en;sucking habits;deepl;tag;2025-12-12 20:56:57
pacifier;en;pacify;deepl;tag;2025-12-12 20:56:57
pacifière;en;pacifier;deepl;tag;2025-12-12 20:56:57
pacifiers;en;pacifiers;deepl;tag;2025-12-12 20:56:57
pacifières;en;pacifiers;deepl;tag;2025-12-12 20:56:57
pouce;en;thumb;deepl;tag;2025-12-12 20:56:57
