# fakerecherche.csv V1.0.2 - 07/01/2026 21:14:33;;;;;;;;;;;;;;;;;;;;;;;
module;timestamp;temps_ms;languesaisie;langueutilisee;modulelangue;questionoriginale;question;filtres;sql;tri;base;mode;moteur;nb_patients;pathologies;ages;residu;erreur;session_id;ip_utilisateur;rating;type_probleme;commentaire
search.py;04/01/2026 11:07;15;Auto;fr;glossaire_fr;adultes ?;adultes ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;5;Béance;;;;9b0d3f5c-0a03-455b-ab7d-e641f11400c9;192.168.1.247;;;
search.py;04/01/2026 11:26;1359;Auto;fr;glossaire_fr;de moins de 27.613 ans femmes ?;de moins de 27.613 ans femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;10;Béance;;;;8c76a34e-2e4f-4c6c-b155-6b3762de44a1;127.0.0.1;👍;;Nickel chrome !
search.py;04/01/2026 11:46;662;Auto;fr;glossaire_fr;de plus de 14.780000000000001 ans hommes ?;de plus de 14.780000000000001 ans hommes ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;47;;;;;3c290157-36c8-4a0a-a609-59cbe6927295;127.0.0.1;;;
search.py;04/01/2026 11:52;952;Auto;fr;glossaire_fr;de moins de 22.168 ans hommes avec débandage ?;de moins de 22.168 ans hommes avec débandage ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;59;Bruxisme;;;;e1e56315-abad-4993-b2d1-bb0b3f2a2f92;127.0.0.1;👎;Autre;Je ne sais pas quoi penser.
search.py;04/01/2026 11:55;700;Auto;fr;glossaire_fr;adultes ?;adultes ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;13;Supraclusion;;;;11db8033-51c0-467f-b323-ac8db5874ace;192.168.1.241;;;
search.py;04/01/2026 11:57;11;Auto;fr;glossaire_fr;Nombre de patients avec ostéotomie unilatérale|modérée avec classe iii d'angle enfants avec molaire ?;Nombre de patients avec ostéotomie unilatérale|modérée avec classe iii d'angle enfants avec molaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;100;Classe II;;;;8da7964c-ddb2-42e5-abdc-3041787cc2c2;127.0.0.1;;;
search.py;04/01/2026 12:05;997;en;en;deepl;women ?;women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;136;;;;;4bbf124c-b24b-46ce-bccf-472d0fd488e2;127.0.0.1;👎;Autre;Besoin d'aide pour comprendre.
search.py;04/01/2026 12:09;4367;en;en;glossaire_resolution;men ?;men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;6;Classe II;;;;3063b33f-cfa5-4aa0-bf35-714ef3f7da33;127.0.0.1;👎;Pas assez de patients;Manque des patients évidents.
search.py;04/01/2026 12:17;85;Auto;fr;glossaire_fr;Combien de patients avec douleur infectieuse enfants ?;Combien de patients avec douleur infectieuse enfants ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;164;Infraclusion;;;;15d0776f-d565-4d4f-8146-13242c14bab1;192.168.1.9;;;
search.py;04/01/2026 12:27;4254;Auto;fr;glossaire_fr;avec caries dentaires enfants ?;avec caries dentaires enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;34;Supraclusion;;;;c7b343a2-159d-4f98-9be8-aff47eaeffb3;127.0.0.1;;;
search.py;04/01/2026 13:05;528;Auto;fr;glossaire_fr;hommes avec bruxisme ?;hommes avec bruxisme ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;35;Supraclusion;;;;2168a988-7377-4f35-96ab-91d2a8246776;127.0.0.1;;;
search.py;04/01/2026 13:21;575;en;en;glossaire_resolution;with bruxism moderate women ?;with bruxism moderate women ?;"{""criteres"": []}";;;base25000.db;iadeepl;gpt41mini;18;Bruxisme;;;;e210a682-cfaf-4f06-ad8f-507b901f4bbf;192.168.1.98;👎;Autre;Je ne comprends pas les résultats.
search.py;04/01/2026 13:22;1928;en;en;deepl;how many of patients with joint snap with hollowness of more of 8.561 years ?;how many of patients with joint snap with hollowness of more of 8.561 years ?;"{""criteres"": []}";;;base25000.db;iadeepl;gpt41mini;0;;;;;8c1293d8-703d-4fa5-8126-4a1fd2228f20;127.0.0.1;👎;Autre;Je ne comprends pas les résultats.
search.py;04/01/2026 13:26;1292;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;iadeepl;gpt41mini;30;;;;;a79bede2-ebe6-421e-a093-4d16156103ee;127.0.0.1;;;
search.py;04/01/2026 13:42;91;Auto;fr;glossaire_fr;de moins de 19.417 ans avec classe i squelettique ?;de moins de 19.417 ans avec classe i squelettique ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;31;;;;;9cd2f402-131c-439c-acd5-fd760fa2afd4;192.168.1.228;;;
search.py;04/01/2026 13:43;1190;en;en;glossaire_resolution;Nombre of patients of less than 13.803 years with chewing moderate|night with bruxism ?;Nombre of patients of less than 13.803 years with chewing moderate|night with bruxism ?;"{""criteres"": []}";;;base25000.db;iadeepl;gpt41mini;4;;;nombre of patients of less tha;;0eee8f0c-8fd1-4eb0-8b6a-bc6e4d1b19a9;192.168.1.181;👎;Trop de patients;Beaucoup trop de résultats, impossible de trouver le bon.
search.py;04/01/2026 13:51;879;Auto;fr;glossaire_fr;femmes avec béance ?;femmes avec béance ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;9;Infraclusion;;;;0ea25ef5-f09c-431d-85b7-9a1dae1e0342;127.0.0.1;👍;;Super outil, très pratique !
search.py;04/01/2026 14:09;58;Auto;fr;glossaire_fr;avec infraclusion postérieure|sévère ?;avec infraclusion postérieure|sévère ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;23;Classe II;;;;9599db4c-5186-434c-b50a-b9c4eaf2222a;127.0.0.1;👎;Autre;Erreur incompréhensible.
search.py;04/01/2026 14:20;4742;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;iadeepl;gpt41mini;42;Bruxisme;;;;d21ae5a5-7f7c-4dc1-9ad2-51f46af48dc9;127.0.0.1;;;
search.py;04/01/2026 14:21;529;Auto;fr;glossaire_fr;de moins de 22.224 ans femmes avec plaque papillon ?;de moins de 22.224 ans femmes avec plaque papillon ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;209;Bruxisme;;de moins de 22.224 ans femmes ;;36942226-1393-44f6-b0f1-1bcafc462d8e;127.0.0.1;👍;;Génial, gain de temps énorme.
search.py;04/01/2026 14:24;659;en;en;glossaire_resolution;Nombre of patients men ?;Nombre of patients men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;iadeepl;gpt41mini;67;;;;;80e80986-d245-4a0a-a728-e4056500770d;127.0.0.1;;;
search.py;04/01/2026 14:29;835;Auto;fr;glossaire_fr;Combien de patients de plus de 14.603000000000002 ans ?;Combien de patients de plus de 14.603000000000002 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;179;Béance;;;;dd240af3-fc8d-467d-a211-2bf774fede55;127.0.0.1;;;
search.py;04/01/2026 14:40;12;Auto;fr;glossaire_fr;avec occlusion inversée femmes ?;avec occlusion inversée femmes ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;81;Infraclusion;;;;bc56ca44-ee87-4445-b396-a19c6dbacb23;127.0.0.1;👎;Trop de patients;Beaucoup trop de résultats, impossible de trouver le bon.
search.py;04/01/2026 14:42;1006;Auto;fr;glossaire_fr;Nombre de patients de moins de 18.164 ans ?;Nombre de patients de moins de 18.164 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;10;;;;;8c754f5d-dbeb-4849-b206-b167ee45a8e5;192.168.1.102;;;
search.py;04/01/2026 14:53;766;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;11;Bruxisme;;;;92c9849c-3ef3-46fe-8f64-bb6255426a8e;127.0.0.1;👎;Bug IHM;Problème de chargement.
search.py;04/01/2026 15:03;145;Auto;fr;glossaire_fr;de moins de 22.224 ans femmes avec plaque papillon ?;de moins de 22.224 ans femmes avec plaque papillon ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;31;Béance;;;;8e9d489d-9cf4-4582-b1af-2156a9cefecb;127.0.0.1;👎;Trop de patients;Trop de faux positifs.
search.py;04/01/2026 15:12;1481;ja;ja;deepl;女性 ?;女性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;iadeepl;gpt41mini;23;Classe II;;;;73ea99f2-63b8-477d-8e74-14db08d9eb6d;127.0.0.1;;;
search.py;04/01/2026 15:15;87;en;en;glossaire_resolution;with undercover posterior|severe ?;with undercover posterior|severe ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;7;;;;;e2906e8b-bf5b-4e58-a203-01e60cf807b0;127.0.0.1;👎;Bug IHM;Erreur d'affichage des résultats.
search.py;04/01/2026 15:25;1668;en;en;deepl;women ?;women ?;"{""criteres"": []}";;;base25000.db;standardia;gpt41mini;62;;;;;3fd0d87b-f179-4465-94f7-29653c6ddcaf;192.168.1.78;;;
search.py;04/01/2026 15:38;97;Auto;fr;glossaire_fr;Combien de patients avec arthrose nocturne ?;Combien de patients avec arthrose nocturne ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;131;Supraclusion;;;;2d361514-2105-4554-84f9-67a59f99a87d;127.0.0.1;👎;Pas assez de patients;Aucun patient trouvé alors qu'il y en a.
search.py;04/01/2026 15:51;1360;Auto;fr;glossaire_fr;Combien de patients avec niti enfants ?;Combien de patients avec niti enfants ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;62;Classe II;;combien de patients avec niti ;;1722f4c3-df89-4127-bb39-8ddb957a04a7;127.0.0.1;;;
search.py;04/01/2026 16:02;34;Auto;fr;glossaire_fr;Combien de patients hommes avec déviation mandibulaire ?;Combien de patients hommes avec déviation mandibulaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;92;Infraclusion;;combien de patients hommes ave;;38c3908c-c557-4c9a-a9ac-44a7080bc252;127.0.0.1;👍;;Interface intuitive et résultats corrects.
search.py;04/01/2026 16:04;1786;Auto;fr;glossaire_fr;Nombre de patients de plus de 12.959 ans avec béance hommes ?;Nombre de patients de plus de 12.959 ans avec béance hommes ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;104;;;;;b326f993-d447-452f-b27b-37d58dcbe42c;127.0.0.1;;;
search.py;04/01/2026 16:24;968;Auto;fr;glossaire_fr;avec nécrose pulpaire unilatérale de plus de 7.651999999999999 ans ?;avec nécrose pulpaire unilatérale de plus de 7.651999999999999 ans ?;"{""criteres"": []}";;;base25000.db;iadeepl;gpt41mini;28;Supraclusion;;;;b2148a1c-9068-4b22-86a5-897160466926;192.168.1.208;;;
search.py;04/01/2026 16:31;3608;ja;ja;deepl;男性 と 歯ぎしり ?;男性 と 歯ぎしり ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;iadeepl;gpt41mini;72;;;;;2fc5462a-e9a3-4836-be66-b90ad8749a5b;127.0.0.1;;;
search.py;04/01/2026 16:33;1624;Auto;fr;glossaire_fr;avec caries dentaires enfants ?;avec caries dentaires enfants ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;19;Bruxisme;;;;c88c49eb-72a4-4dc4-807a-128475bf5054;127.0.0.1;👎;Trop de patients;Résultats non filtrés correctement.
search.py;04/01/2026 16:57;760;Auto;fr;glossaire_fr;adultes ?;adultes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;7;;;adultes ?;;e6195e78-29c6-421c-89c3-85fc2169c56b;127.0.0.1;👎;Autre;Comportement bizarre.
search.py;04/01/2026 16:57;117;en;en;glossaire_resolution;adults with undercover ?;adults with undercover ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standardia;gpt41mini;31;;;adults with undercover ?;;3f3f5639-14bd-4ca1-9ff1-f9fd9c50255d;127.0.0.1;👍;;Très bien, continue comme ça !
search.py;04/01/2026 17:02;1756;en;en;deepl;with itchy thread with ectopy with version ?;with itchy thread with ectopy with version ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;15;;;;;6455a6b1-7f66-451c-a590-cee21302fbdf;127.0.0.1;👎;Autre;Temps de réponse trop long.
search.py;04/01/2026 17:06;988;en;en;deepl;Nombre of patients women of more of 5.4079999999999995 years with reverse bite ?;Nombre of patients women of more of 5.4079999999999995 years with reverse bite ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;40;;;nombre of patients women of mo;;249ecf1d-970e-43d3-aa4d-8602ce5c82d5;192.168.1.214;👎;Autre;Je ne sais pas quoi penser.
search.py;04/01/2026 17:29;686;en;en;deepl;how many of patients with joint protrusion ?;how many of patients with joint protrusion ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;55;Bruxisme;;how many of patients with join;;0294ede5-672b-4560-9dbc-e5da7a8386da;127.0.0.1;👎;Bug IHM;Bug visuel sur les cartes patients.
search.py;04/01/2026 17:57;1681;Auto;fr;glossaire_fr;avec urgence ?;avec urgence ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;1;;;;;27bbcc24-8fde-4676-96a5-dc88f41c0c05;127.0.0.1;;;
search.py;04/01/2026 17:59;71;ja;ja;glossaire_resolution;男性 と 転位 ?;男性 と 転位 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;36;;;男性 と 転位 ?;;27f3a376-c963-4db7-963c-ac30fd841b2b;127.0.0.1;;;
search.py;04/01/2026 18:08;55;en;en;deepl;Nombre of patients with hollowness severe ?;Nombre of patients with hollowness severe ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;31;Bruxisme;;nombre of patients with hollow;;073c2919-ab6d-4489-b2b7-836505819730;127.0.0.1;;;
search.py;04/01/2026 18:42;900;Auto;fr;glossaire_fr;Combien de patients avec ressaut articulaire ?;Combien de patients avec ressaut articulaire ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;7;Béance;;combien de patients avec ressa;;de7f28b7-109a-4341-94e3-abb30c1b11a8;127.0.0.1;👍;;Bravo, ça fonctionne parfaitement.
search.py;04/01/2026 18:44;95;Auto;fr;glossaire_fr;Nombre de patients enfants avec céphalométrie ?;Nombre de patients enfants avec céphalométrie ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;1;Bruxisme;;nombre de patients enfants ave;;732f26dc-4d8f-4d69-be4d-c04523323aac;127.0.0.1;;;
search.py;04/01/2026 18:48;1186;en;en;deepl;with bruxism women ?;with bruxism women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;14;Bruxisme;;;;75356857-43b5-4c9f-ae48-3ee041b83d6d;127.0.0.1;;;
search.py;04/01/2026 18:51;22;ja;ja;deepl;大人 と おとり捜査 ?;大人 と おとり捜査 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;15;Infraclusion;;;;abd06efb-0355-4d7a-ae19-576e31df4bba;192.168.1.33;👍;;Nickel chrome !
search.py;04/01/2026 19:02;1245;en;en;deepl;with undercover posterior|severe ?;with undercover posterior|severe ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;15;Béance;;;;36ed85ac-fb82-4f88-a201-c1ff4eee3033;127.0.0.1;;;
search.py;04/01/2026 19:12;112;Auto;fr;glossaire_fr;adultes avec infraclusion ?;adultes avec infraclusion ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;11;Béance;;adultes avec infraclusion ?;;d43f3b20-78f5-4863-9734-1392b10586eb;192.168.1.215;👎;Bug IHM;Le scroll ne marche pas.
search.py;04/01/2026 19:24;1894;ja;ja;deepl;より もっと見る より 5.109999999999999 年 女性 と がらんどう と 舌側 ?;より もっと見る より 5.109999999999999 年 女性 と がらんどう と 舌側 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;52;Bruxisme;;;;5dc2105c-e862-4b8b-9103-ba5b1abf4b3b;192.168.1.94;👎;Trop de patients;Beaucoup trop de résultats, impossible de trouver le bon.
search.py;04/01/2026 19:30;1867;Auto;fr;glossaire_fr;avec occlusion inversée femmes ?;avec occlusion inversée femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;4;;;;;b193bb64-877c-419e-85b1-67a551da93f8;127.0.0.1;;;
search.py;04/01/2026 19:31;1161;Auto;fr;glossaire_fr;Combien de patients avec bruxisme de plus de 5.414999999999999 ans ?;Combien de patients avec bruxisme de plus de 5.414999999999999 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;37;;;combien de patients avec bruxi;;cf34dc1e-e57f-4661-9496-dbecb89eea87;192.168.1.174;👍;;Super outil, très pratique !
search.py;04/01/2026 19:42;3801;Auto;fr;glossaire_fr;Combien de patients hommes avec classe iii squelettique ?;Combien de patients hommes avec classe iii squelettique ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;241;;;;;2cae00e8-0957-4cd0-8b3a-af6b9fc3c62f;127.0.0.1;;;
search.py;04/01/2026 19:50;116;Auto;fr;glossaire_fr;avec bruxisme avec pendulum de moins de 21.723 ans ?;avec bruxisme avec pendulum de moins de 21.723 ans ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;66;Infraclusion;;;;24aa7cf5-8c02-4035-97d9-1a366ec7f5d7;192.168.1.194;👍;;Interface intuitive et résultats corrects.
search.py;04/01/2026 20:08;1275;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;80;;;;;88baabc8-1e92-4419-b288-7ef7a87fdc6b;127.0.0.1;;;
search.py;04/01/2026 20:08;1799;en;en;glossaire_resolution;with intermaxillary elastics women ?;with intermaxillary elastics women ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;12;Infraclusion;;;;b79a69e1-630a-4da6-823f-60e8e9bb353c;127.0.0.1;;;
search.py;04/01/2026 20:09;1502;Auto;fr;glossaire_fr;Nombre de patients avec bruxisme hommes de plus de 10.195 ans ?;Nombre de patients avec bruxisme hommes de plus de 10.195 ans ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;22;;;;;0c621536-3d15-4095-9182-dca5d05780e2;192.168.1.32;👎;Pas assez de patients;La recherche ignore certains cas.
search.py;04/01/2026 20:16;889;Auto;fr;glossaire_fr;Nombre de patients avec béance avec caries dentaires ?;Nombre de patients avec béance avec caries dentaires ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;28;Infraclusion;;;;d45012c4-7bae-48be-a6bf-ce7fa1d38979;127.0.0.1;;;
search.py;04/01/2026 20:20;34;ja;ja;glossaire_resolution;男性 と 歯ぎしり ?;男性 と 歯ぎしり ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;157;Bruxisme;;男性 と 歯ぎしり ?;;1bb70d12-bd4a-4098-a9df-dd5c2e26486e;127.0.0.1;👎;Pas assez de patients;Base de données incomplète ?
search.py;04/01/2026 20:27;1268;ja;ja;glossaire_resolution;大人 と 歯ぎしり と がらんどう 控えめ|昼行性 ?;大人 と 歯ぎしり と がらんどう 控えめ|昼行性 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;39;Supraclusion;;;;290bcedf-6ba7-41b8-a2cf-1d59f2556975;127.0.0.1;;;
search.py;04/01/2026 20:48;116;ja;ja;glossaire_resolution;より もっと見る より 5.109999999999999 年 女性 と がらんどう と 舌側 ?;より もっと見る より 5.109999999999999 年 女性 と がらんどう と 舌側 ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;118;;;;;93945e99-5971-4587-aa9d-4c97c0d0044c;192.168.1.189;;;
search.py;04/01/2026 21:00;95;ja;ja;glossaire_resolution;より 未満 19.417 年 と クラスI骨格 ?;より 未満 19.417 年 と クラスI骨格 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;66;;;;;7c930c09-2132-478a-9f98-6ef1c5bf0e83;127.0.0.1;;;
search.py;04/01/2026 21:01;1585;Auto;fr;glossaire_fr;avec bruxisme sévère|antérieure de moins de 19.523 ans ?;avec bruxisme sévère|antérieure de moins de 19.523 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;39;Infraclusion;;;;f69ea80c-6485-4af5-8876-fc84ecf4911d;127.0.0.1;;;
search.py;04/01/2026 21:03;1103;en;en;glossaire_resolution;with interceptive treatment with mandibular deviation men of less than 20.380000000000003 years ?;with interceptive treatment with mandibular deviation men of less than 20.380000000000003 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;143;Infraclusion;;;;d91b8794-c739-43f2-9d51-233996291a72;192.168.1.13;👎;Trop de patients;Je voulais moins de patients.
search.py;04/01/2026 21:04;1878;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;22;;;;;492126da-f676-4ff3-ab57-e17c6973f990;127.0.0.1;👍;;Nickel chrome !
search.py;04/01/2026 21:20;122;Auto;fr;glossaire_fr;de moins de 27.613 ans femmes ?;de moins de 27.613 ans femmes ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;69;Classe II;;;;79214186-d7e2-42ba-bda9-3eb53d861301;192.168.1.178;👎;Trop de patients;J'ai eu des milliers de résultats !
search.py;04/01/2026 21:31;598;Auto;fr;glossaire_fr;femmes de moins de 16.488 ans ?;femmes de moins de 16.488 ans ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;17;;;;;6bf1b2b8-58f8-46a9-9f48-c22b9b1de308;192.168.1.117;;;
search.py;04/01/2026 21:46;1226;ja;ja;deepl;いくら より 患者 と 歯ぎしり より 未満 10 年 ?;いくら より 患者 と 歯ぎしり より 未満 10 年 ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;4;;;;;e726e775-2bff-46f3-b996-5a3f093f0d17;127.0.0.1;👎;Bug IHM;Les filtres ne fonctionnent pas.
search.py;04/01/2026 22:06;2423;en;en;glossaire_resolution;with bruxism severe|previous of less than 19.523 years ?;with bruxism severe|previous of less than 19.523 years ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;53;Infraclusion;;;;0e23f818-a483-447e-b5eb-1b97d4eac06d;127.0.0.1;👎;Pas assez de patients;Critères trop stricts.
search.py;04/01/2026 22:15;1860;Auto;fr;glossaire_fr;Combien de patients hommes avec classe iii squelettique ?;Combien de patients hommes avec classe iii squelettique ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;174;Béance;;;;d264cc6d-e197-4600-b9e3-6f092ac23c71;192.168.1.24;;;
search.py;04/01/2026 22:25;129;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;0;Bruxisme;;;;184b95e7-e6ed-4cbf-a132-daaea3288775;127.0.0.1;;;
search.py;04/01/2026 22:27;875;en;en;deepl;Nombre of patients men ?;Nombre of patients men ?;"{""criteres"": [{""type"": ""tag"", ""detecte"": ""simule"", ""canonique"": ""Simule""}]}";;;base25000.db;standarddeepl;gpt41mini;5;;;nombre of patients men ?;;11f41f6c-360e-4032-b33b-62f8d7283295;192.168.1.141;;;
search.py;04/01/2026 22:42;112;Auto;fr;glossaire_fr;femmes ?;femmes ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;10;Infraclusion;;;;63a4b605-b194-4291-a833-f5fbcb89f662;127.0.0.1;👎;Bug IHM;Interface figée.
search.py;04/01/2026 22:56;96;Auto;fr;glossaire_fr;avec béance latérale|postérieure avec dentition mixte ?;avec béance latérale|postérieure avec dentition mixte ?;"{""criteres"": []}";;;base25000.db;standarddeepl;gpt41mini;61;Infraclusion;;;;ce49f91e-1ca5-47d8-aefd-11c7824dbc3f;127.0.0.1;👎;Trop de patients;Filtres insuffisants.
